product_name,NOV_23_quantity,NOV_23_amount,FEB_23_quantity,FEB_23_amount,MAR_23_quantity,MAR_23_amount,JAN_24_quantity,JAN_24_amount,JAN_23_quantity,JAN_23_amount,JUNE_23_quantity,JUNE_23_amount,APRIL_23_quantity,APRIL_23_amount,SEP_23_quantity,SEP_23_amount,OCT_23_quantity,OCT_23_amount,MAY_23_quantity,MAY_23_amount,JULY_23_quantity,JULY_23_amount,AUG_23_quantity,AUG_23_amount,DEC_23_quantity,DEC_23_amount
FORTUNE MUS OIL,2.0,365.0,1.0,210.0,0.0,0.0,2.0,180.0,4.0,820.0,1.0,110.0,4.0,800.0,1.0,90.0,5.0,450.0,2.0,405.0,3.0,530.0,1.0,90.0,4.0,360.0
FORTUNE MUS OIL,3.0,270.0,1.0,210.0,0.0,0.0,3.0,550.0,4.0,820.0,2.0,355.0,4.0,800.0,3.0,540.0,3.0,550.0,2.0,405.0,3.0,530.0,2.0,365.0,2.0,365.0
FORTUNE MUS OIL,3.0,270.0,1.0,210.0,0.0,0.0,3.0,550.0,4.0,820.0,2.0,355.0,4.0,800.0,3.0,540.0,3.0,550.0,2.0,405.0,3.0,530.0,2.0,365.0,4.0,360.0
FORTUNE MUS OIL,3.0,270.0,1.0,210.0,0.0,0.0,3.0,550.0,4.0,820.0,2.0,355.0,4.0,800.0,3.0,540.0,3.0,550.0,2.0,405.0,3.0,530.0,1.0,90.0,2.0,365.0
FORTUNE MUS OIL,3.0,270.0,1.0,210.0,0.0,0.0,3.0,550.0,4.0,820.0,2.0,355.0,4.0,800.0,3.0,540.0,3.0,550.0,2.0,405.0,3.0,530.0,1.0,90.0,4.0,360.0
FORTUNE MUS OIL,3.0,270.0,1.0,210.0,0.0,0.0,3.0,550.0,4.0,820.0,2.0,355.0,4.0,800.0,3.0,540.0,5.0,450.0,2.0,405.0,3.0,530.0,2.0,365.0,2.0,365.0
FORTUNE MUS OIL,3.0,270.0,1.0,210.0,0.0,0.0,3.0,550.0,4.0,820.0,2.0,355.0,4.0,800.0,3.0,540.0,5.0,450.0,2.0,405.0,3.0,530.0,2.0,365.0,4.0,360.0
FORTUNE MUS OIL,3.0,270.0,1.0,210.0,0.0,0.0,3.0,550.0,4.0,820.0,2.0,355.0,4.0,800.0,3.0,540.0,5.0,450.0,2.0,405.0,3.0,530.0,1.0,90.0,2.0,365.0
FORTUNE MUS OIL,3.0,270.0,1.0,210.0,0.0,0.0,3.0,550.0,4.0,820.0,2.0,355.0,4.0,800.0,3.0,540.0,5.0,450.0,2.0,405.0,3.0,530.0,1.0,90.0,4.0,360.0
FORTUNE MUS OIL,3.0,270.0,1.0,210.0,0.0,0.0,3.0,550.0,4.0,820.0,2.0,355.0,4.0,800.0,1.0,90.0,3.0,550.0,2.0,405.0,3.0,530.0,2.0,365.0,2.0,365.0
FORTUNE MUS OIL,3.0,270.0,1.0,210.0,0.0,0.0,3.0,550.0,4.0,820.0,2.0,355.0,4.0,800.0,1.0,90.0,3.0,550.0,2.0,405.0,3.0,530.0,2.0,365.0,4.0,360.0
FORTUNE MUS OIL,3.0,270.0,1.0,210.0,0.0,0.0,3.0,550.0,4.0,820.0,2.0,355.0,4.0,800.0,1.0,90.0,3.0,550.0,2.0,405.0,3.0,530.0,1.0,90.0,2.0,365.0
FORTUNE MUS OIL,3.0,270.0,1.0,210.0,0.0,0.0,3.0,550.0,4.0,820.0,2.0,355.0,4.0,800.0,1.0,90.0,3.0,550.0,2.0,405.0,3.0,530.0,1.0,90.0,4.0,360.0
FORTUNE MUS OIL,3.0,270.0,1.0,210.0,0.0,0.0,3.0,550.0,4.0,820.0,2.0,355.0,4.0,800.0,1.0,90.0,5.0,450.0,2.0,405.0,3.0,530.0,2.0,365.0,2.0,365.0
FORTUNE MUS OIL,3.0,270.0,1.0,210.0,0.0,0.0,3.0,550.0,4.0,820.0,2.0,355.0,4.0,800.0,1.0,90.0,5.0,450.0,2.0,405.0,3.0,530.0,2.0,365.0,4.0,360.0
FORTUNE MUS OIL,3.0,270.0,1.0,210.0,0.0,0.0,3.0,550.0,4.0,820.0,2.0,355.0,4.0,800.0,1.0,90.0,5.0,450.0,2.0,405.0,3.0,530.0,1.0,90.0,2.0,365.0
FORTUNE MUS OIL,3.0,270.0,1.0,210.0,0.0,0.0,3.0,550.0,4.0,820.0,2.0,355.0,4.0,800.0,1.0,90.0,5.0,450.0,2.0,405.0,3.0,530.0,1.0,90.0,4.0,360.0
FORTUNE MUS OIL,3.0,270.0,1.0,210.0,0.0,0.0,3.0,550.0,4.0,820.0,1.0,110.0,4.0,800.0,3.0,540.0,3.0,550.0,2.0,405.0,3.0,530.0,2.0,365.0,2.0,365.0
FORTUNE MUS OIL,3.0,270.0,1.0,210.0,0.0,0.0,3.0,550.0,4.0,820.0,1.0,110.0,4.0,800.0,3.0,540.0,3.0,550.0,2.0,405.0,3.0,530.0,2.0,365.0,4.0,360.0
FORTUNE MUS OIL,3.0,270.0,1.0,210.0,0.0,0.0,3.0,550.0,4.0,820.0,1.0,110.0,4.0,800.0,3.0,540.0,3.0,550.0,2.0,405.0,3.0,530.0,1.0,90.0,2.0,365.0
FORTUNE MUS OIL,3.0,270.0,1.0,210.0,0.0,0.0,3.0,550.0,4.0,820.0,1.0,110.0,4.0,800.0,3.0,540.0,3.0,550.0,2.0,405.0,3.0,530.0,1.0,90.0,4.0,360.0
FORTUNE MUS OIL,3.0,270.0,1.0,210.0,0.0,0.0,3.0,550.0,4.0,820.0,1.0,110.0,4.0,800.0,3.0,540.0,5.0,450.0,2.0,405.0,3.0,530.0,2.0,365.0,2.0,365.0
FORTUNE MUS OIL,3.0,270.0,1.0,210.0,0.0,0.0,3.0,550.0,4.0,820.0,1.0,110.0,4.0,800.0,3.0,540.0,5.0,450.0,2.0,405.0,3.0,530.0,2.0,365.0,4.0,360.0
FORTUNE MUS OIL,3.0,270.0,1.0,210.0,0.0,0.0,3.0,550.0,4.0,820.0,1.0,110.0,4.0,800.0,3.0,540.0,5.0,450.0,2.0,405.0,3.0,530.0,1.0,90.0,2.0,365.0
FORTUNE MUS OIL,3.0,270.0,1.0,210.0,0.0,0.0,3.0,550.0,4.0,820.0,1.0,110.0,4.0,800.0,3.0,540.0,5.0,450.0,2.0,405.0,3.0,530.0,1.0,90.0,4.0,360.0
FORTUNE MUS OIL,3.0,270.0,1.0,210.0,0.0,0.0,3.0,550.0,4.0,820.0,1.0,110.0,4.0,800.0,1.0,90.0,3.0,550.0,2.0,405.0,3.0,530.0,2.0,365.0,2.0,365.0
FORTUNE MUS OIL,3.0,270.0,1.0,210.0,0.0,0.0,3.0,550.0,4.0,820.0,1.0,110.0,4.0,800.0,1.0,90.0,3.0,550.0,2.0,405.0,3.0,530.0,2.0,365.0,4.0,360.0
FORTUNE MUS OIL,3.0,270.0,1.0,210.0,0.0,0.0,3.0,550.0,4.0,820.0,1.0,110.0,4.0,800.0,1.0,90.0,3.0,550.0,2.0,405.0,3.0,530.0,1.0,90.0,2.0,365.0
FORTUNE MUS OIL,3.0,270.0,1.0,210.0,0.0,0.0,3.0,550.0,4.0,820.0,1.0,110.0,4.0,800.0,1.0,90.0,3.0,550.0,2.0,405.0,3.0,530.0,1.0,90.0,4.0,360.0
FORTUNE MUS OIL,3.0,270.0,1.0,210.0,0.0,0.0,3.0,550.0,4.0,820.0,1.0,110.0,4.0,800.0,1.0,90.0,5.0,450.0,2.0,405.0,3.0,530.0,2.0,365.0,2.0,365.0
FORTUNE MUS OIL,3.0,270.0,1.0,210.0,0.0,0.0,3.0,550.0,4.0,820.0,1.0,110.0,4.0,800.0,1.0,90.0,5.0,450.0,2.0,405.0,3.0,530.0,2.0,365.0,4.0,360.0
FORTUNE MUS OIL,3.0,270.0,1.0,210.0,0.0,0.0,3.0,550.0,4.0,820.0,1.0,110.0,4.0,800.0,1.0,90.0,5.0,450.0,2.0,405.0,3.0,530.0,1.0,90.0,2.0,365.0
FORTUNE MUS OIL,3.0,270.0,1.0,210.0,0.0,0.0,3.0,550.0,4.0,820.0,1.0,110.0,4.0,800.0,1.0,90.0,5.0,450.0,2.0,405.0,3.0,530.0,1.0,90.0,4.0,360.0
FORTUNE MUS OIL,3.0,270.0,1.0,210.0,0.0,0.0,2.0,180.0,4.0,820.0,2.0,355.0,4.0,800.0,3.0,540.0,3.0,550.0,2.0,405.0,3.0,530.0,2.0,365.0,2.0,365.0
FORTUNE MUS OIL,3.0,270.0,1.0,210.0,0.0,0.0,2.0,180.0,4.0,820.0,2.0,355.0,4.0,800.0,3.0,540.0,3.0,550.0,2.0,405.0,3.0,530.0,2.0,365.0,4.0,360.0
FORTUNE MUS OIL,3.0,270.0,1.0,210.0,0.0,0.0,2.0,180.0,4.0,820.0,2.0,355.0,4.0,800.0,3.0,540.0,3.0,550.0,2.0,405.0,3.0,530.0,1.0,90.0,2.0,365.0
FORTUNE MUS OIL,3.0,270.0,1.0,210.0,0.0,0.0,2.0,180.0,4.0,820.0,2.0,355.0,4.0,800.0,3.0,540.0,3.0,550.0,2.0,405.0,3.0,530.0,1.0,90.0,4.0,360.0
FORTUNE MUS OIL,3.0,270.0,1.0,210.0,0.0,0.0,2.0,180.0,4.0,820.0,2.0,355.0,4.0,800.0,3.0,540.0,5.0,450.0,2.0,405.0,3.0,530.0,2.0,365.0,2.0,365.0
FORTUNE MUS OIL,3.0,270.0,1.0,210.0,0.0,0.0,2.0,180.0,4.0,820.0,2.0,355.0,4.0,800.0,3.0,540.0,5.0,450.0,2.0,405.0,3.0,530.0,2.0,365.0,4.0,360.0
FORTUNE MUS OIL,3.0,270.0,1.0,210.0,0.0,0.0,2.0,180.0,4.0,820.0,2.0,355.0,4.0,800.0,3.0,540.0,5.0,450.0,2.0,405.0,3.0,530.0,1.0,90.0,2.0,365.0
FORTUNE MUS OIL,3.0,270.0,1.0,210.0,0.0,0.0,2.0,180.0,4.0,820.0,2.0,355.0,4.0,800.0,3.0,540.0,5.0,450.0,2.0,405.0,3.0,530.0,1.0,90.0,4.0,360.0
FORTUNE MUS OIL,3.0,270.0,1.0,210.0,0.0,0.0,2.0,180.0,4.0,820.0,2.0,355.0,4.0,800.0,1.0,90.0,3.0,550.0,2.0,405.0,3.0,530.0,2.0,365.0,2.0,365.0
FORTUNE MUS OIL,3.0,270.0,1.0,210.0,0.0,0.0,2.0,180.0,4.0,820.0,2.0,355.0,4.0,800.0,1.0,90.0,3.0,550.0,2.0,405.0,3.0,530.0,2.0,365.0,4.0,360.0
FORTUNE MUS OIL,3.0,270.0,1.0,210.0,0.0,0.0,2.0,180.0,4.0,820.0,2.0,355.0,4.0,800.0,1.0,90.0,3.0,550.0,2.0,405.0,3.0,530.0,1.0,90.0,2.0,365.0
FORTUNE MUS OIL,3.0,270.0,1.0,210.0,0.0,0.0,2.0,180.0,4.0,820.0,2.0,355.0,4.0,800.0,1.0,90.0,3.0,550.0,2.0,405.0,3.0,530.0,1.0,90.0,4.0,360.0
FORTUNE MUS OIL,3.0,270.0,1.0,210.0,0.0,0.0,2.0,180.0,4.0,820.0,2.0,355.0,4.0,800.0,1.0,90.0,5.0,450.0,2.0,405.0,3.0,530.0,2.0,365.0,2.0,365.0
FORTUNE MUS OIL,3.0,270.0,1.0,210.0,0.0,0.0,2.0,180.0,4.0,820.0,2.0,355.0,4.0,800.0,1.0,90.0,5.0,450.0,2.0,405.0,3.0,530.0,2.0,365.0,4.0,360.0
FORTUNE MUS OIL,3.0,270.0,1.0,210.0,0.0,0.0,2.0,180.0,4.0,820.0,2.0,355.0,4.0,800.0,1.0,90.0,5.0,450.0,2.0,405.0,3.0,530.0,1.0,90.0,2.0,365.0
FORTUNE MUS OIL,3.0,270.0,1.0,210.0,0.0,0.0,2.0,180.0,4.0,820.0,2.0,355.0,4.0,800.0,1.0,90.0,5.0,450.0,2.0,405.0,3.0,530.0,1.0,90.0,4.0,360.0
FORTUNE MUS OIL,3.0,270.0,1.0,210.0,0.0,0.0,2.0,180.0,4.0,820.0,1.0,110.0,4.0,800.0,3.0,540.0,3.0,550.0,2.0,405.0,3.0,530.0,2.0,365.0,2.0,365.0
FORTUNE MUS OIL,3.0,270.0,1.0,210.0,0.0,0.0,2.0,180.0,4.0,820.0,1.0,110.0,4.0,800.0,3.0,540.0,3.0,550.0,2.0,405.0,3.0,530.0,2.0,365.0,4.0,360.0
FORTUNE MUS OIL,3.0,270.0,1.0,210.0,0.0,0.0,2.0,180.0,4.0,820.0,1.0,110.0,4.0,800.0,3.0,540.0,3.0,550.0,2.0,405.0,3.0,530.0,1.0,90.0,2.0,365.0
FORTUNE MUS OIL,3.0,270.0,1.0,210.0,0.0,0.0,2.0,180.0,4.0,820.0,1.0,110.0,4.0,800.0,3.0,540.0,3.0,550.0,2.0,405.0,3.0,530.0,1.0,90.0,4.0,360.0
FORTUNE MUS OIL,3.0,270.0,1.0,210.0,0.0,0.0,2.0,180.0,4.0,820.0,1.0,110.0,4.0,800.0,3.0,540.0,5.0,450.0,2.0,405.0,3.0,530.0,2.0,365.0,2.0,365.0
FORTUNE MUS OIL,3.0,270.0,1.0,210.0,0.0,0.0,2.0,180.0,4.0,820.0,1.0,110.0,4.0,800.0,3.0,540.0,5.0,450.0,2.0,405.0,3.0,530.0,2.0,365.0,4.0,360.0
FORTUNE MUS OIL,3.0,270.0,1.0,210.0,0.0,0.0,2.0,180.0,4.0,820.0,1.0,110.0,4.0,800.0,3.0,540.0,5.0,450.0,2.0,405.0,3.0,530.0,1.0,90.0,2.0,365.0
FORTUNE MUS OIL,3.0,270.0,1.0,210.0,0.0,0.0,2.0,180.0,4.0,820.0,1.0,110.0,4.0,800.0,3.0,540.0,5.0,450.0,2.0,405.0,3.0,530.0,1.0,90.0,4.0,360.0
FORTUNE MUS OIL,3.0,270.0,1.0,210.0,0.0,0.0,2.0,180.0,4.0,820.0,1.0,110.0,4.0,800.0,1.0,90.0,3.0,550.0,2.0,405.0,3.0,530.0,2.0,365.0,2.0,365.0
FORTUNE MUS OIL,3.0,270.0,1.0,210.0,0.0,0.0,2.0,180.0,4.0,820.0,1.0,110.0,4.0,800.0,1.0,90.0,3.0,550.0,2.0,405.0,3.0,530.0,2.0,365.0,4.0,360.0
FORTUNE MUS OIL,3.0,270.0,1.0,210.0,0.0,0.0,2.0,180.0,4.0,820.0,1.0,110.0,4.0,800.0,1.0,90.0,3.0,550.0,2.0,405.0,3.0,530.0,1.0,90.0,2.0,365.0
FORTUNE MUS OIL,3.0,270.0,1.0,210.0,0.0,0.0,2.0,180.0,4.0,820.0,1.0,110.0,4.0,800.0,1.0,90.0,3.0,550.0,2.0,405.0,3.0,530.0,1.0,90.0,4.0,360.0
FORTUNE MUS OIL,3.0,270.0,1.0,210.0,0.0,0.0,2.0,180.0,4.0,820.0,1.0,110.0,4.0,800.0,1.0,90.0,5.0,450.0,2.0,405.0,3.0,530.0,2.0,365.0,2.0,365.0
FORTUNE MUS OIL,3.0,270.0,1.0,210.0,0.0,0.0,2.0,180.0,4.0,820.0,1.0,110.0,4.0,800.0,1.0,90.0,5.0,450.0,2.0,405.0,3.0,530.0,2.0,365.0,4.0,360.0
FORTUNE MUS OIL,3.0,270.0,1.0,210.0,0.0,0.0,2.0,180.0,4.0,820.0,1.0,110.0,4.0,800.0,1.0,90.0,5.0,450.0,2.0,405.0,3.0,530.0,1.0,90.0,2.0,365.0
FORTUNE MUS OIL,3.0,270.0,1.0,210.0,0.0,0.0,2.0,180.0,4.0,820.0,1.0,110.0,4.0,800.0,1.0,90.0,5.0,450.0,2.0,405.0,3.0,530.0,1.0,90.0,4.0,360.0
POPPEY SEEDS 50G,4.0,365.0,10.0,845.0,0.0,0.0,10.0,863.0,11.0,935.0,5.0,455.0,4.0,373.0,8.0,715.0,8.0,745.0,5.0,450.0,3.0,270.0,8.0,725.0,10.0,895.0
EV KASMIRI 100GM,3.0,360.0,0.0,0.0,0.0,0.0,1.0,106.0,0.0,0.0,1.0,105.0,2.0,210.0,0.0,0.0,3.0,347.0,2.0,210.0,0.0,0.0,2.0,225.0,3.0,348.0
FAIR N LOVELY 50,3.0,360.0,4.0,480.0,0.0,0.0,1.0,120.0,0.0,0.0,0.0,0.0,3.0,360.0,0.0,0.0,3.0,360.0,3.0,360.0,3.0,360.0,2.0,240.0,2.0,240.0
GRB 200ML B,2.0,355.0,4.0,700.0,0.0,0.0,5.0,878.0,9.0,1570.0,6.0,1055.0,1.0,177.0,2.0,345.0,7.0,1227.0,4.0,703.0,3.0,526.0,6.0,1055.0,4.0,705.0
DOVE SHAMPO M,2.0,352.0,0.0,0.0,0.0,0.0,1.0,325.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,350.0,2.0,360.0,1.0,175.0
FORTUNE OIL,3.0,350.0,1.0,148.0,0.0,0.0,20.0,2325.0,0.0,0.0,30.0,3514.0,24.0,3126.0,9.0,1074.0,9.0,1028.0,11.0,1426.0,8.0,938.0,8.0,966.0,14.0,1654.0
MTR SEMIYA 500G,8.0,350.0,5.0,225.0,0.0,0.0,3.0,135.0,4.0,178.0,0.0,0.0,2.0,90.0,4.0,180.0,8.0,360.0,4.0,181.0,1.0,60.0,5.0,227.0,7.0,317.0
ASH MULTI 5KG,1.0,348.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,345.0,2.0,680.0,2.0,710.0,1.0,355.0,2.0,705.0,0.0,0.0,2.0,713.0,0.0,0.0
RIN POWDER 10RS,33.0,346.5,24.0,228.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,123.5,2.0,19.0,6.0,59.0,1.0,9.5,0.0,0.0,4.0,38.0,15.0,146.5
RIN SOAP 10RS,35.0,343.8,48.0,474.8,0.0,0.0,60.0,589.2,75.0,735.0,63.0,619.2,26.0,250.6,44.0,433.0,33.0,324.2,30.0,295.2,81.0,797.1,78.0,768.4,81.0,797.0
EXO ROUND B,6.0,343.0,0.0,0.0,0.0,0.0,8.0,456.0,0.0,0.0,16.0,917.0,6.0,383.0,2.0,114.0,7.0,399.0,2.0,115.0,12.0,686.0,12.0,684.0,13.0,745.0
MTR PULIOGARE 10,5.0,340.0,3.0,204.0,0.0,0.0,7.0,476.0,4.0,272.0,11.0,750.0,5.0,334.0,9.0,618.0,4.0,272.0,4.0,268.0,5.0,340.0,6.0,407.0,5.0,346.0
KIS JAM 500,2.0,334.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,180.0,2.0,332.0,1.0,160.0,0.0,0.0,1.0,73.0,1.0,160.0,1.0,167.0,0.0,0.0,2.0,334.0
HORLICKS 200G,3.0,330.0,0.0,0.0,0.0,0.0,1.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,210.0,1.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SENSODENE 125,3.0,330.0,0.0,0.0,0.0,0.0,1.0,85.0,0.0,0.0,3.0,342.0,2.0,240.0,5.0,584.0,1.0,120.0,1.0,120.0,4.0,482.0,3.0,280.0,1.0,120.0
MAGGI 8PACK,3.0,330.0,3.0,315.0,0.0,0.0,1.0,110.0,7.0,725.0,5.0,526.0,13.0,1354.0,7.0,753.0,2.0,220.0,2.0,195.0,2.0,215.0,3.0,330.0,4.0,440.0
VOM GN,2.0,320.0,0.0,0.0,0.0,0.0,5.0,787.0,0.0,0.0,1.0,156.0,0.0,0.0,10.0,1566.0,5.0,810.0,0.0,0.0,9.0,1475.0,6.0,936.0,8.0,1262.0
RED LABELE NC 10,5.0,320.0,2.0,128.0,0.0,0.0,1.0,64.0,6.0,384.0,2.0,128.0,1.0,64.0,1.0,64.0,0.0,0.0,3.0,192.0,2.0,128.0,1.0,64.0,1.0,64.0
DETTOL LIQ 200ML,2.0,320.0,0.0,0.0,0.0,0.0,1.0,135.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,137.0
LUX 100GM,9.0,315.0,12.0,432.0,0.0,0.0,13.0,454.5,17.0,580.0,10.0,360.0,19.0,684.0,12.0,431.0,13.0,455.0,10.0,360.0,10.0,360.0,11.0,396.0,10.0,350.0
TATA AVALAKI P,6.0,310.0,0.0,0.0,0.0,0.0,10.0,478.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,252.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,455.0
MARGO SET,2.0,305.0,0.0,0.0,0.0,0.0,1.0,155.0,0.0,0.0,1.0,155.0,1.0,115.0,1.0,155.0,0.0,0.0,2.0,307.0,1.0,140.0,0.0,0.0,1.0,155.0
W TILL LOOSE,1.0,300.0,0.0,0.0,0.0,0.0,4.5,1330.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,345.0,1.0,280.0,0.0,0.0,0.0,0.0,1.0,300.0,5.5,1650.0
B L IDLY RAVA,6.0,300.0,0.0,0.0,0.0,0.0,7.0,360.0,0.0,0.0,0.0,0.0,1.0,48.0,8.0,405.0,9.0,452.0,0.0,0.0,4.0,194.0,13.0,648.0,7.0,366.0
COL PASTE 50GM,15.0,300.0,7.0,140.0,1.0,20.0,8.0,160.0,23.0,398.0,15.5,310.0,10.0,200.0,13.0,259.0,13.0,260.0,11.0,217.5,10.0,200.0,23.0,460.0,11.0,220.0
MTR SP 100G,4.0,292.0,0.0,0.0,0.0,0.0,3.0,241.0,1.0,65.0,1.0,65.0,0.0,0.0,3.0,219.0,5.0,365.0,0.0,0.0,0.0,0.0,1.0,65.0,3.0,220.0
DRY GRAPES 250GM,3.0,291.0,0.0,0.0,0.0,0.0,7.0,690.0,0.0,0.0,3.0,280.0,3.0,320.0,3.0,278.0,2.0,190.0,6.0,571.0,6.0,578.0,9.0,888.0,2.0,185.0
B L BANSI RAVA,10.0,286.0,0.0,0.0,0.0,0.0,2.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,30.0,0.0,0.0,3.0,84.0,0.0,0.0,30.0,874.0
ULLAS 60RS,6.0,285.0,0.0,0.0,0.0,0.0,5.0,275.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,606.0,12.0,666.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,275.0
METHI 100G,11.0,284.0,27.0,530.0,1.0,24.0,21.0,523.0,33.5,670.0,12.0,321.0,16.0,417.0,26.0,620.0,16.5,417.5,27.5,701.0,25.0,639.0,16.0,384.0,18.0,461.0
PURI 500GM,6.0,283.0,21.0,820.0,0.0,0.0,14.0,633.0,17.0,647.0,18.0,753.0,19.0,845.0,3.0,130.0,11.0,525.0,9.0,405.0,11.0,460.0,11.0,470.0,9.0,400.0
MTR SP 200G,2.0,282.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,125.0,1.0,125.0,2.0,290.0,0.0,0.0,0.0,0.0,1.0,130.0,1.0,146.0
SABEENA 500GM,24.0,280.0,25.0,275.0,0.0,0.0,15.0,155.0,28.0,304.0,19.0,190.0,27.0,268.5,24.0,260.0,18.0,270.0,49.0,490.0,12.0,120.0,20.0,200.0,29.0,345.0
SUNPURE 500ML,5.0,275.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,75.0,1.0,70.0,8.0,560.0,0.0,0.0,2.0,120.0,1.0,70.0,1.0,66.0,0.0,0.0,3.0,180.0
DRY GRAPES 100GM,6.0,273.0,0.0,0.0,0.0,0.0,15.0,661.0,0.0,0.0,7.0,318.0,7.0,300.0,14.5,653.5,13.0,586.5,6.0,265.0,7.0,313.0,14.5,674.5,8.0,362.0
COTHAS 200G,2.0,270.0,1.0,120.0,0.0,0.0,2.0,270.0,1.0,120.0,2.0,240.0,0.0,0.0,0.0,0.0,6.0,815.0,0.0,0.0,0.0,0.0,1.0,135.0,2.0,333.0
COL BRUSH 20RS,13.0,269.0,7.0,132.0,0.0,0.0,16.0,340.0,6.0,112.0,3.0,60.0,5.0,122.0,11.0,235.0,16.0,315.0,3.0,56.0,8.0,203.0,12.0,275.0,10.0,190.0
CLI SHAMPO 1RS,268.0,268.0,324.0,324.0,30.0,30.0,183.0,183.0,484.0,484.0,116.0,116.0,161.0,161.0,170.0,170.0,115.0,115.0,402.0,402.0,109.0,109.0,306.0,306.0,195.0,195.0
GREEN PEAS,2.25,267.5,6.1,662.25,0.0,0.0,0.25,30.0,4.75,522.5,3.75,393.5,2.25,200.25,4.5,530.0,1.85,240.75,6.0,640.5,8.3,816.0,7.25,791.5,3.0,356.0
B L MAIDA 500GM,10.0,266.0,8.0,240.0,0.0,0.0,19.5,556.0,10.0,294.0,0.0,0.0,0.0,0.0,39.0,1058.0,14.0,374.0,0.0,0.0,0.0,0.0,25.5,681.0,3.0,84.0
WHEEL POWDER 500,7.0,264.0,4.5,166.5,0.0,0.0,12.0,456.0,3.0,108.0,7.0,260.0,3.0,111.0,11.0,415.0,14.0,530.0,8.0,295.0,12.5,462.5,11.0,410.0,10.0,380.0
MTR DP 100G,8.5,264.0,0.0,0.0,0.0,0.0,14.5,436.0,0.0,0.0,4.0,125.0,7.0,224.0,8.0,251.0,11.0,341.0,8.0,246.0,2.0,67.0,8.0,242.0,21.0,639.0
MTR PULIOGARE 20,2.0,260.0,3.0,390.0,0.0,0.0,3.0,460.0,1.0,130.0,0.0,0.0,3.0,400.0,2.0,260.0,8.0,1070.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,530.0
MARRE GOLD 1KG,2.0,260.0,1.0,120.0,0.0,0.0,2.0,260.0,1.0,120.0,1.0,125.0,0.0,0.0,1.0,135.0,2.0,240.0,0.0,0.0,0.0,0.0,3.0,405.0,1.0,120.0
SENSODENE 135RS,2.0,260.0,0.0,0.0,0.0,0.0,2.0,274.0,0.0,0.0,0.0,0.0,1.0,130.0,2.0,260.0,1.0,130.0,0.0,0.0,2.0,260.0,0.0,0.0,0.0,0.0
PONDS M,2.0,260.0,0.0,0.0,0.0,0.0,1.0,385.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,130.0,2.0,200.0,1.0,130.0,0.0,0.0,0.0,0.0
BADAM SEEDS 100G,3.0,253.0,0.0,0.0,0.0,0.0,11.0,926.0,0.0,0.0,5.0,400.0,2.0,170.0,6.0,510.0,9.0,761.0,2.0,160.0,3.0,250.0,4.0,330.0,3.0,250.0
BLACK STONE 55RS,5.0,252.0,0.0,0.0,0.0,0.0,6.0,302.0,0.0,0.0,2.0,100.0,4.0,205.0,13.0,663.0,5.0,255.0,8.0,400.0,3.0,155.0,9.0,464.0,8.0,404.0
L G POWDER 50GM,3.0,250.0,8.0,618.0,0.0,0.0,6.0,511.0,11.0,836.0,6.0,480.0,4.0,313.0,4.0,325.0,6.0,499.0,5.0,385.0,9.0,695.0,8.0,630.0,14.0,1143.0
PEARS BLUE,4.0,246.0,0.0,0.0,0.0,0.0,1.0,62.0,15.0,900.0,2.0,120.0,0.0,0.0,0.0,0.0,2.0,124.0,0.0,0.0,3.0,169.0,2.0,124.0,3.0,187.0
JAGARY BUCKET,3.0,245.0,9.0,630.0,0.0,0.0,11.0,715.0,13.0,920.0,0.0,0.0,7.0,515.0,7.0,485.0,6.0,407.0,0.0,0.0,0.0,0.0,5.0,325.0,19.0,1215.0
P CHUTE 600ML,1.0,245.0,1.0,225.0,0.0,0.0,0.0,0.0,2.0,475.0,1.0,245.0,2.0,484.0,1.0,220.0,1.0,220.0,5.0,1215.0,0.0,0.0,3.0,700.0,1.0,220.0
LIME SALT 500GM,1.5,242.5,0.0,0.0,0.0,0.0,1.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,330.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,141.5
