product_name,NOV_23_quantity,NOV_23_amount,FEB_23_quantity,FEB_23_amount,MAR_23_quantity,MAR_23_amount,JAN_24_quantity,JAN_24_amount,JAN_23_quantity,JAN_23_amount,JUNE_23_quantity,JUNE_23_amount,APRIL_23_quantity,APRIL_23_amount,SEP_23_quantity,SEP_23_amount,OCT_23_quantity,OCT_23_amount,MAY_23_quantity,MAY_23_amount,JULY_23_quantity,JULY_23_amount,AUG_23_quantity,AUG_23_amount,DEC_23_quantity,DEC_23_amount
ANNAPURNA COFFE,2.0,312.0,0.0,0.0,0.0,0.0,4.0,622.0,0.0,0.0,1.0,60.0,0.0,0.0,8.0,503.0,12.0,756.0,2.0,550.0,7.0,418.0,4.0,623.0,3.0,469.0
ANNAPURNA COFFE,2.0,312.0,0.0,0.0,0.0,0.0,4.0,622.0,0.0,0.0,1.0,60.0,0.0,0.0,8.0,503.0,12.0,756.0,2.0,550.0,1.0,145.0,4.0,1265.0,5.0,1585.0
ANNAPURNA COFFE,2.0,312.0,0.0,0.0,0.0,0.0,4.0,622.0,0.0,0.0,1.0,60.0,0.0,0.0,8.0,503.0,12.0,756.0,2.0,550.0,1.0,145.0,4.0,1265.0,10.0,629.0
ANNAPURNA COFFE,2.0,312.0,0.0,0.0,0.0,0.0,4.0,622.0,0.0,0.0,1.0,60.0,0.0,0.0,8.0,503.0,12.0,756.0,2.0,550.0,1.0,145.0,4.0,1265.0,3.0,469.0
ANNAPURNA COFFE,2.0,312.0,0.0,0.0,0.0,0.0,4.0,622.0,0.0,0.0,1.0,60.0,0.0,0.0,8.0,503.0,12.0,756.0,2.0,550.0,1.0,145.0,12.0,725.0,5.0,1585.0
ANNAPURNA COFFE,2.0,312.0,0.0,0.0,0.0,0.0,4.0,622.0,0.0,0.0,1.0,60.0,0.0,0.0,8.0,503.0,12.0,756.0,2.0,550.0,1.0,145.0,12.0,725.0,10.0,629.0
ANNAPURNA COFFE,2.0,312.0,0.0,0.0,0.0,0.0,4.0,622.0,0.0,0.0,1.0,60.0,0.0,0.0,8.0,503.0,12.0,756.0,2.0,550.0,1.0,145.0,12.0,725.0,3.0,469.0
ANNAPURNA COFFE,2.0,312.0,0.0,0.0,0.0,0.0,4.0,622.0,0.0,0.0,1.0,60.0,0.0,0.0,8.0,503.0,12.0,756.0,2.0,550.0,1.0,145.0,4.0,623.0,5.0,1585.0
ANNAPURNA COFFE,2.0,312.0,0.0,0.0,0.0,0.0,4.0,622.0,0.0,0.0,1.0,60.0,0.0,0.0,8.0,503.0,12.0,756.0,2.0,550.0,1.0,145.0,4.0,623.0,10.0,629.0
ANNAPURNA COFFE,2.0,312.0,0.0,0.0,0.0,0.0,4.0,622.0,0.0,0.0,1.0,60.0,0.0,0.0,8.0,503.0,12.0,756.0,2.0,550.0,1.0,145.0,4.0,623.0,3.0,469.0
ANNAPURNA COFFE,2.0,312.0,0.0,0.0,0.0,0.0,4.0,622.0,0.0,0.0,1.0,60.0,0.0,0.0,8.0,503.0,12.0,756.0,4.0,546.0,2.0,630.0,4.0,1265.0,5.0,1585.0
ANNAPURNA COFFE,2.0,312.0,0.0,0.0,0.0,0.0,4.0,622.0,0.0,0.0,1.0,60.0,0.0,0.0,8.0,503.0,12.0,756.0,4.0,546.0,2.0,630.0,4.0,1265.0,10.0,629.0
ANNAPURNA COFFE,2.0,312.0,0.0,0.0,0.0,0.0,4.0,622.0,0.0,0.0,1.0,60.0,0.0,0.0,8.0,503.0,12.0,756.0,4.0,546.0,2.0,630.0,4.0,1265.0,3.0,469.0
ANNAPURNA COFFE,2.0,312.0,0.0,0.0,0.0,0.0,4.0,622.0,0.0,0.0,1.0,60.0,0.0,0.0,8.0,503.0,12.0,756.0,4.0,546.0,2.0,630.0,12.0,725.0,5.0,1585.0
ANNAPURNA COFFE,2.0,312.0,0.0,0.0,0.0,0.0,4.0,622.0,0.0,0.0,1.0,60.0,0.0,0.0,8.0,503.0,12.0,756.0,4.0,546.0,2.0,630.0,12.0,725.0,10.0,629.0
ANNAPURNA COFFE,2.0,312.0,0.0,0.0,0.0,0.0,4.0,622.0,0.0,0.0,1.0,60.0,0.0,0.0,8.0,503.0,12.0,756.0,4.0,546.0,2.0,630.0,12.0,725.0,3.0,469.0
ANNAPURNA COFFE,2.0,312.0,0.0,0.0,0.0,0.0,4.0,622.0,0.0,0.0,1.0,60.0,0.0,0.0,8.0,503.0,12.0,756.0,4.0,546.0,2.0,630.0,4.0,623.0,5.0,1585.0
ANNAPURNA COFFE,2.0,312.0,0.0,0.0,0.0,0.0,4.0,622.0,0.0,0.0,1.0,60.0,0.0,0.0,8.0,503.0,12.0,756.0,4.0,546.0,2.0,630.0,4.0,623.0,10.0,629.0
ANNAPURNA COFFE,2.0,312.0,0.0,0.0,0.0,0.0,4.0,622.0,0.0,0.0,1.0,60.0,0.0,0.0,8.0,503.0,12.0,756.0,4.0,546.0,2.0,630.0,4.0,623.0,3.0,469.0
ANNAPURNA COFFE,2.0,312.0,0.0,0.0,0.0,0.0,4.0,622.0,0.0,0.0,1.0,60.0,0.0,0.0,8.0,503.0,12.0,756.0,4.0,546.0,7.0,418.0,4.0,1265.0,5.0,1585.0
ANNAPURNA COFFE,2.0,312.0,0.0,0.0,0.0,0.0,4.0,622.0,0.0,0.0,1.0,60.0,0.0,0.0,8.0,503.0,12.0,756.0,4.0,546.0,7.0,418.0,4.0,1265.0,10.0,629.0
ANNAPURNA COFFE,2.0,312.0,0.0,0.0,0.0,0.0,4.0,622.0,0.0,0.0,1.0,60.0,0.0,0.0,8.0,503.0,12.0,756.0,4.0,546.0,7.0,418.0,4.0,1265.0,3.0,469.0
ANNAPURNA COFFE,2.0,312.0,0.0,0.0,0.0,0.0,4.0,622.0,0.0,0.0,1.0,60.0,0.0,0.0,8.0,503.0,12.0,756.0,4.0,546.0,7.0,418.0,12.0,725.0,5.0,1585.0
ANNAPURNA COFFE,2.0,312.0,0.0,0.0,0.0,0.0,4.0,622.0,0.0,0.0,1.0,60.0,0.0,0.0,8.0,503.0,12.0,756.0,4.0,546.0,7.0,418.0,12.0,725.0,10.0,629.0
ANNAPURNA COFFE,2.0,312.0,0.0,0.0,0.0,0.0,4.0,622.0,0.0,0.0,1.0,60.0,0.0,0.0,8.0,503.0,12.0,756.0,4.0,546.0,7.0,418.0,12.0,725.0,3.0,469.0
ANNAPURNA COFFE,2.0,312.0,0.0,0.0,0.0,0.0,4.0,622.0,0.0,0.0,1.0,60.0,0.0,0.0,8.0,503.0,12.0,756.0,4.0,546.0,7.0,418.0,4.0,623.0,5.0,1585.0
ANNAPURNA COFFE,2.0,312.0,0.0,0.0,0.0,0.0,4.0,622.0,0.0,0.0,1.0,60.0,0.0,0.0,8.0,503.0,12.0,756.0,4.0,546.0,7.0,418.0,4.0,623.0,10.0,629.0
ANNAPURNA COFFE,2.0,312.0,0.0,0.0,0.0,0.0,4.0,622.0,0.0,0.0,1.0,60.0,0.0,0.0,8.0,503.0,12.0,756.0,4.0,546.0,7.0,418.0,4.0,623.0,3.0,469.0
ANNAPURNA COFFE,2.0,312.0,0.0,0.0,0.0,0.0,4.0,622.0,0.0,0.0,1.0,60.0,0.0,0.0,8.0,503.0,12.0,756.0,4.0,546.0,1.0,145.0,4.0,1265.0,5.0,1585.0
ANNAPURNA COFFE,2.0,312.0,0.0,0.0,0.0,0.0,4.0,622.0,0.0,0.0,1.0,60.0,0.0,0.0,8.0,503.0,12.0,756.0,4.0,546.0,1.0,145.0,4.0,1265.0,10.0,629.0
ANNAPURNA COFFE,2.0,312.0,0.0,0.0,0.0,0.0,4.0,622.0,0.0,0.0,1.0,60.0,0.0,0.0,8.0,503.0,12.0,756.0,4.0,546.0,1.0,145.0,4.0,1265.0,3.0,469.0
ANNAPURNA COFFE,2.0,312.0,0.0,0.0,0.0,0.0,4.0,622.0,0.0,0.0,1.0,60.0,0.0,0.0,8.0,503.0,12.0,756.0,4.0,546.0,1.0,145.0,12.0,725.0,5.0,1585.0
ANNAPURNA COFFE,2.0,312.0,0.0,0.0,0.0,0.0,4.0,622.0,0.0,0.0,1.0,60.0,0.0,0.0,8.0,503.0,12.0,756.0,4.0,546.0,1.0,145.0,12.0,725.0,10.0,629.0
ANNAPURNA COFFE,2.0,312.0,0.0,0.0,0.0,0.0,4.0,622.0,0.0,0.0,1.0,60.0,0.0,0.0,8.0,503.0,12.0,756.0,4.0,546.0,1.0,145.0,12.0,725.0,3.0,469.0
ANNAPURNA COFFE,2.0,312.0,0.0,0.0,0.0,0.0,4.0,622.0,0.0,0.0,1.0,60.0,0.0,0.0,8.0,503.0,12.0,756.0,4.0,546.0,1.0,145.0,4.0,623.0,5.0,1585.0
ANNAPURNA COFFE,2.0,312.0,0.0,0.0,0.0,0.0,4.0,622.0,0.0,0.0,1.0,60.0,0.0,0.0,8.0,503.0,12.0,756.0,4.0,546.0,1.0,145.0,4.0,623.0,10.0,629.0
ANNAPURNA COFFE,2.0,312.0,0.0,0.0,0.0,0.0,4.0,622.0,0.0,0.0,1.0,60.0,0.0,0.0,8.0,503.0,12.0,756.0,4.0,546.0,1.0,145.0,4.0,623.0,3.0,469.0
RED LABEL 250G,3.0,441.0,8.0,1120.0,0.0,0.0,5.0,733.0,1.0,140.0,4.0,568.0,2.0,282.0,3.0,444.0,6.0,873.0,6.0,845.0,3.0,422.0,4.0,567.0,4.0,588.0
PEPPER FINE 100G,5.0,440.0,0.0,0.0,0.0,0.0,25.5,2176.0,0.0,0.0,7.5,620.5,21.0,1590.0,14.0,1276.0,17.0,1506.0,25.0,1990.0,20.0,1732.0,30.0,2623.0,16.0,1372.0
RIN BIG BAR,18.0,438.5,6.0,159.0,0.0,0.0,50.0,1249.0,24.0,629.5,23.0,605.5,10.0,265.0,32.0,783.0,24.0,595.0,22.0,583.0,20.0,535.0,17.0,417.5,17.0,416.5
SUNRISE 2RS,213.0,426.0,52.0,104.0,0.0,0.0,392.0,784.0,74.0,148.0,42.0,84.0,12.0,24.0,236.0,472.0,418.0,836.0,70.0,140.0,25.0,50.0,155.0,310.0,596.0,1192.0
TAJ 500G,1.0,425.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,410.0,1.0,410.0
MTR RAVAIDLY 1KG,2.0,420.0,0.0,0.0,0.0,0.0,3.0,685.0,0.0,0.0,0.0,0.0,1.0,230.0,0.0,0.0,0.0,0.0,2.0,490.0,1.0,220.0,0.0,0.0,0.0,0.0
SSP RED 5GM,3.0,416.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,155.0,1.0,148.0,0.0,0.0,1.0,148.0
DOVE SET B,1.0,415.0,0.0,0.0,0.0,0.0,1.0,248.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,430.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,385.0
HARPIC RED 500ML,4.0,412.0,0.0,0.0,0.0,0.0,2.0,208.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,403.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,412.0
PATTA,0.91,409.5,1.87,813.25,0.0,0.0,3.35,1459.25,0.65,287.5,0.3,170.0,0.45,226.5,1.6,732.5,0.92,451.25,0.78,358.7,0.72,376.5,0.54,243.0,4.9,1878.25
VIM TUB 60RS,7.0,397.0,1.0,58.0,1.0,60.0,14.0,797.0,5.0,286.0,6.0,351.0,3.0,174.0,10.0,573.0,8.0,456.0,2.0,114.0,2.0,114.0,6.0,347.0,1.0,57.0
MTR PULIO 12RS,33.0,396.0,16.0,192.0,0.0,0.0,23.0,276.0,70.0,828.8,14.0,167.0,7.0,84.0,34.0,405.6,25.0,300.0,20.0,240.0,29.0,348.0,8.0,96.0,23.0,276.0
LAVANG L,0.275,388.0,0.0,0.0,0.0,0.0,1.55,2060.5,0.0,0.0,0.3,332.0,0.1,106.0,1.145,1685.25,0.95,1398.5,0.5,536.0,0.25,255.0,0.475,708.75,1.8,2176.0
DABUR HONET 500G,1.0,375.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,675.0,0.0,0.0
SOYA CHUNKS 200G,7.0,372.0,0.0,0.0,0.0,0.0,4.0,215.0,2.0,110.0,3.0,165.0,3.0,160.0,9.0,500.0,12.0,655.0,3.0,160.0,4.0,210.0,1.0,55.0,6.0,315.0
TAJ 100G,4.0,372.0,3.0,276.0,0.0,0.0,2.0,186.0,6.0,552.0,1.0,92.0,2.0,184.0,6.0,558.0,1.0,93.0,6.0,558.0,1.0,92.0,1.0,92.0,3.0,279.0
PICKELE 5KG,1.0,370.0,1.0,320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,930.0,0.0,0.0,0.0,0.0,0.0,0.0
FORTUNE MUS OIL,2.0,365.0,1.0,210.0,0.0,0.0,3.0,550.0,4.0,820.0,2.0,355.0,4.0,800.0,3.0,540.0,3.0,550.0,2.0,405.0,3.0,530.0,2.0,365.0,2.0,365.0
FORTUNE MUS OIL,2.0,365.0,1.0,210.0,0.0,0.0,3.0,550.0,4.0,820.0,2.0,355.0,4.0,800.0,3.0,540.0,3.0,550.0,2.0,405.0,3.0,530.0,2.0,365.0,4.0,360.0
FORTUNE MUS OIL,2.0,365.0,1.0,210.0,0.0,0.0,3.0,550.0,4.0,820.0,2.0,355.0,4.0,800.0,3.0,540.0,3.0,550.0,2.0,405.0,3.0,530.0,1.0,90.0,2.0,365.0
FORTUNE MUS OIL,2.0,365.0,1.0,210.0,0.0,0.0,3.0,550.0,4.0,820.0,2.0,355.0,4.0,800.0,3.0,540.0,3.0,550.0,2.0,405.0,3.0,530.0,1.0,90.0,4.0,360.0
FORTUNE MUS OIL,2.0,365.0,1.0,210.0,0.0,0.0,3.0,550.0,4.0,820.0,2.0,355.0,4.0,800.0,3.0,540.0,5.0,450.0,2.0,405.0,3.0,530.0,2.0,365.0,2.0,365.0
FORTUNE MUS OIL,2.0,365.0,1.0,210.0,0.0,0.0,3.0,550.0,4.0,820.0,2.0,355.0,4.0,800.0,3.0,540.0,5.0,450.0,2.0,405.0,3.0,530.0,2.0,365.0,4.0,360.0
FORTUNE MUS OIL,2.0,365.0,1.0,210.0,0.0,0.0,3.0,550.0,4.0,820.0,2.0,355.0,4.0,800.0,3.0,540.0,5.0,450.0,2.0,405.0,3.0,530.0,1.0,90.0,2.0,365.0
FORTUNE MUS OIL,2.0,365.0,1.0,210.0,0.0,0.0,3.0,550.0,4.0,820.0,2.0,355.0,4.0,800.0,3.0,540.0,5.0,450.0,2.0,405.0,3.0,530.0,1.0,90.0,4.0,360.0
FORTUNE MUS OIL,2.0,365.0,1.0,210.0,0.0,0.0,3.0,550.0,4.0,820.0,2.0,355.0,4.0,800.0,1.0,90.0,3.0,550.0,2.0,405.0,3.0,530.0,2.0,365.0,2.0,365.0
FORTUNE MUS OIL,2.0,365.0,1.0,210.0,0.0,0.0,3.0,550.0,4.0,820.0,2.0,355.0,4.0,800.0,1.0,90.0,3.0,550.0,2.0,405.0,3.0,530.0,2.0,365.0,4.0,360.0
FORTUNE MUS OIL,2.0,365.0,1.0,210.0,0.0,0.0,3.0,550.0,4.0,820.0,2.0,355.0,4.0,800.0,1.0,90.0,3.0,550.0,2.0,405.0,3.0,530.0,1.0,90.0,2.0,365.0
FORTUNE MUS OIL,2.0,365.0,1.0,210.0,0.0,0.0,3.0,550.0,4.0,820.0,2.0,355.0,4.0,800.0,1.0,90.0,3.0,550.0,2.0,405.0,3.0,530.0,1.0,90.0,4.0,360.0
FORTUNE MUS OIL,2.0,365.0,1.0,210.0,0.0,0.0,3.0,550.0,4.0,820.0,2.0,355.0,4.0,800.0,1.0,90.0,5.0,450.0,2.0,405.0,3.0,530.0,2.0,365.0,2.0,365.0
FORTUNE MUS OIL,2.0,365.0,1.0,210.0,0.0,0.0,3.0,550.0,4.0,820.0,2.0,355.0,4.0,800.0,1.0,90.0,5.0,450.0,2.0,405.0,3.0,530.0,2.0,365.0,4.0,360.0
FORTUNE MUS OIL,2.0,365.0,1.0,210.0,0.0,0.0,3.0,550.0,4.0,820.0,2.0,355.0,4.0,800.0,1.0,90.0,5.0,450.0,2.0,405.0,3.0,530.0,1.0,90.0,2.0,365.0
FORTUNE MUS OIL,2.0,365.0,1.0,210.0,0.0,0.0,3.0,550.0,4.0,820.0,2.0,355.0,4.0,800.0,1.0,90.0,5.0,450.0,2.0,405.0,3.0,530.0,1.0,90.0,4.0,360.0
FORTUNE MUS OIL,2.0,365.0,1.0,210.0,0.0,0.0,3.0,550.0,4.0,820.0,1.0,110.0,4.0,800.0,3.0,540.0,3.0,550.0,2.0,405.0,3.0,530.0,2.0,365.0,2.0,365.0
FORTUNE MUS OIL,2.0,365.0,1.0,210.0,0.0,0.0,3.0,550.0,4.0,820.0,1.0,110.0,4.0,800.0,3.0,540.0,3.0,550.0,2.0,405.0,3.0,530.0,2.0,365.0,4.0,360.0
FORTUNE MUS OIL,2.0,365.0,1.0,210.0,0.0,0.0,3.0,550.0,4.0,820.0,1.0,110.0,4.0,800.0,3.0,540.0,3.0,550.0,2.0,405.0,3.0,530.0,1.0,90.0,2.0,365.0
FORTUNE MUS OIL,2.0,365.0,1.0,210.0,0.0,0.0,3.0,550.0,4.0,820.0,1.0,110.0,4.0,800.0,3.0,540.0,3.0,550.0,2.0,405.0,3.0,530.0,1.0,90.0,4.0,360.0
FORTUNE MUS OIL,2.0,365.0,1.0,210.0,0.0,0.0,3.0,550.0,4.0,820.0,1.0,110.0,4.0,800.0,3.0,540.0,5.0,450.0,2.0,405.0,3.0,530.0,2.0,365.0,2.0,365.0
FORTUNE MUS OIL,2.0,365.0,1.0,210.0,0.0,0.0,3.0,550.0,4.0,820.0,1.0,110.0,4.0,800.0,3.0,540.0,5.0,450.0,2.0,405.0,3.0,530.0,2.0,365.0,4.0,360.0
FORTUNE MUS OIL,2.0,365.0,1.0,210.0,0.0,0.0,3.0,550.0,4.0,820.0,1.0,110.0,4.0,800.0,3.0,540.0,5.0,450.0,2.0,405.0,3.0,530.0,1.0,90.0,2.0,365.0
FORTUNE MUS OIL,2.0,365.0,1.0,210.0,0.0,0.0,3.0,550.0,4.0,820.0,1.0,110.0,4.0,800.0,3.0,540.0,5.0,450.0,2.0,405.0,3.0,530.0,1.0,90.0,4.0,360.0
FORTUNE MUS OIL,2.0,365.0,1.0,210.0,0.0,0.0,3.0,550.0,4.0,820.0,1.0,110.0,4.0,800.0,1.0,90.0,3.0,550.0,2.0,405.0,3.0,530.0,2.0,365.0,2.0,365.0
FORTUNE MUS OIL,2.0,365.0,1.0,210.0,0.0,0.0,3.0,550.0,4.0,820.0,1.0,110.0,4.0,800.0,1.0,90.0,3.0,550.0,2.0,405.0,3.0,530.0,2.0,365.0,4.0,360.0
FORTUNE MUS OIL,2.0,365.0,1.0,210.0,0.0,0.0,3.0,550.0,4.0,820.0,1.0,110.0,4.0,800.0,1.0,90.0,3.0,550.0,2.0,405.0,3.0,530.0,1.0,90.0,2.0,365.0
FORTUNE MUS OIL,2.0,365.0,1.0,210.0,0.0,0.0,3.0,550.0,4.0,820.0,1.0,110.0,4.0,800.0,1.0,90.0,3.0,550.0,2.0,405.0,3.0,530.0,1.0,90.0,4.0,360.0
FORTUNE MUS OIL,2.0,365.0,1.0,210.0,0.0,0.0,3.0,550.0,4.0,820.0,1.0,110.0,4.0,800.0,1.0,90.0,5.0,450.0,2.0,405.0,3.0,530.0,2.0,365.0,2.0,365.0
FORTUNE MUS OIL,2.0,365.0,1.0,210.0,0.0,0.0,3.0,550.0,4.0,820.0,1.0,110.0,4.0,800.0,1.0,90.0,5.0,450.0,2.0,405.0,3.0,530.0,2.0,365.0,4.0,360.0
FORTUNE MUS OIL,2.0,365.0,1.0,210.0,0.0,0.0,3.0,550.0,4.0,820.0,1.0,110.0,4.0,800.0,1.0,90.0,5.0,450.0,2.0,405.0,3.0,530.0,1.0,90.0,2.0,365.0
FORTUNE MUS OIL,2.0,365.0,1.0,210.0,0.0,0.0,3.0,550.0,4.0,820.0,1.0,110.0,4.0,800.0,1.0,90.0,5.0,450.0,2.0,405.0,3.0,530.0,1.0,90.0,4.0,360.0
FORTUNE MUS OIL,2.0,365.0,1.0,210.0,0.0,0.0,2.0,180.0,4.0,820.0,2.0,355.0,4.0,800.0,3.0,540.0,3.0,550.0,2.0,405.0,3.0,530.0,2.0,365.0,2.0,365.0
FORTUNE MUS OIL,2.0,365.0,1.0,210.0,0.0,0.0,2.0,180.0,4.0,820.0,2.0,355.0,4.0,800.0,3.0,540.0,3.0,550.0,2.0,405.0,3.0,530.0,2.0,365.0,4.0,360.0
FORTUNE MUS OIL,2.0,365.0,1.0,210.0,0.0,0.0,2.0,180.0,4.0,820.0,2.0,355.0,4.0,800.0,3.0,540.0,3.0,550.0,2.0,405.0,3.0,530.0,1.0,90.0,2.0,365.0
FORTUNE MUS OIL,2.0,365.0,1.0,210.0,0.0,0.0,2.0,180.0,4.0,820.0,2.0,355.0,4.0,800.0,3.0,540.0,3.0,550.0,2.0,405.0,3.0,530.0,1.0,90.0,4.0,360.0
FORTUNE MUS OIL,2.0,365.0,1.0,210.0,0.0,0.0,2.0,180.0,4.0,820.0,2.0,355.0,4.0,800.0,3.0,540.0,5.0,450.0,2.0,405.0,3.0,530.0,2.0,365.0,2.0,365.0
FORTUNE MUS OIL,2.0,365.0,1.0,210.0,0.0,0.0,2.0,180.0,4.0,820.0,2.0,355.0,4.0,800.0,3.0,540.0,5.0,450.0,2.0,405.0,3.0,530.0,2.0,365.0,4.0,360.0
FORTUNE MUS OIL,2.0,365.0,1.0,210.0,0.0,0.0,2.0,180.0,4.0,820.0,2.0,355.0,4.0,800.0,3.0,540.0,5.0,450.0,2.0,405.0,3.0,530.0,1.0,90.0,2.0,365.0
FORTUNE MUS OIL,2.0,365.0,1.0,210.0,0.0,0.0,2.0,180.0,4.0,820.0,2.0,355.0,4.0,800.0,3.0,540.0,5.0,450.0,2.0,405.0,3.0,530.0,1.0,90.0,4.0,360.0
FORTUNE MUS OIL,2.0,365.0,1.0,210.0,0.0,0.0,2.0,180.0,4.0,820.0,2.0,355.0,4.0,800.0,1.0,90.0,3.0,550.0,2.0,405.0,3.0,530.0,2.0,365.0,2.0,365.0
FORTUNE MUS OIL,2.0,365.0,1.0,210.0,0.0,0.0,2.0,180.0,4.0,820.0,2.0,355.0,4.0,800.0,1.0,90.0,3.0,550.0,2.0,405.0,3.0,530.0,2.0,365.0,4.0,360.0
FORTUNE MUS OIL,2.0,365.0,1.0,210.0,0.0,0.0,2.0,180.0,4.0,820.0,2.0,355.0,4.0,800.0,1.0,90.0,3.0,550.0,2.0,405.0,3.0,530.0,1.0,90.0,2.0,365.0
FORTUNE MUS OIL,2.0,365.0,1.0,210.0,0.0,0.0,2.0,180.0,4.0,820.0,2.0,355.0,4.0,800.0,1.0,90.0,3.0,550.0,2.0,405.0,3.0,530.0,1.0,90.0,4.0,360.0
FORTUNE MUS OIL,2.0,365.0,1.0,210.0,0.0,0.0,2.0,180.0,4.0,820.0,2.0,355.0,4.0,800.0,1.0,90.0,5.0,450.0,2.0,405.0,3.0,530.0,2.0,365.0,2.0,365.0
FORTUNE MUS OIL,2.0,365.0,1.0,210.0,0.0,0.0,2.0,180.0,4.0,820.0,2.0,355.0,4.0,800.0,1.0,90.0,5.0,450.0,2.0,405.0,3.0,530.0,2.0,365.0,4.0,360.0
FORTUNE MUS OIL,2.0,365.0,1.0,210.0,0.0,0.0,2.0,180.0,4.0,820.0,2.0,355.0,4.0,800.0,1.0,90.0,5.0,450.0,2.0,405.0,3.0,530.0,1.0,90.0,2.0,365.0
FORTUNE MUS OIL,2.0,365.0,1.0,210.0,0.0,0.0,2.0,180.0,4.0,820.0,2.0,355.0,4.0,800.0,1.0,90.0,5.0,450.0,2.0,405.0,3.0,530.0,1.0,90.0,4.0,360.0
FORTUNE MUS OIL,2.0,365.0,1.0,210.0,0.0,0.0,2.0,180.0,4.0,820.0,1.0,110.0,4.0,800.0,3.0,540.0,3.0,550.0,2.0,405.0,3.0,530.0,2.0,365.0,2.0,365.0
FORTUNE MUS OIL,2.0,365.0,1.0,210.0,0.0,0.0,2.0,180.0,4.0,820.0,1.0,110.0,4.0,800.0,3.0,540.0,3.0,550.0,2.0,405.0,3.0,530.0,2.0,365.0,4.0,360.0
FORTUNE MUS OIL,2.0,365.0,1.0,210.0,0.0,0.0,2.0,180.0,4.0,820.0,1.0,110.0,4.0,800.0,3.0,540.0,3.0,550.0,2.0,405.0,3.0,530.0,1.0,90.0,2.0,365.0
FORTUNE MUS OIL,2.0,365.0,1.0,210.0,0.0,0.0,2.0,180.0,4.0,820.0,1.0,110.0,4.0,800.0,3.0,540.0,3.0,550.0,2.0,405.0,3.0,530.0,1.0,90.0,4.0,360.0
FORTUNE MUS OIL,2.0,365.0,1.0,210.0,0.0,0.0,2.0,180.0,4.0,820.0,1.0,110.0,4.0,800.0,3.0,540.0,5.0,450.0,2.0,405.0,3.0,530.0,2.0,365.0,2.0,365.0
FORTUNE MUS OIL,2.0,365.0,1.0,210.0,0.0,0.0,2.0,180.0,4.0,820.0,1.0,110.0,4.0,800.0,3.0,540.0,5.0,450.0,2.0,405.0,3.0,530.0,2.0,365.0,4.0,360.0
FORTUNE MUS OIL,2.0,365.0,1.0,210.0,0.0,0.0,2.0,180.0,4.0,820.0,1.0,110.0,4.0,800.0,3.0,540.0,5.0,450.0,2.0,405.0,3.0,530.0,1.0,90.0,2.0,365.0
FORTUNE MUS OIL,2.0,365.0,1.0,210.0,0.0,0.0,2.0,180.0,4.0,820.0,1.0,110.0,4.0,800.0,3.0,540.0,5.0,450.0,2.0,405.0,3.0,530.0,1.0,90.0,4.0,360.0
FORTUNE MUS OIL,2.0,365.0,1.0,210.0,0.0,0.0,2.0,180.0,4.0,820.0,1.0,110.0,4.0,800.0,1.0,90.0,3.0,550.0,2.0,405.0,3.0,530.0,2.0,365.0,2.0,365.0
FORTUNE MUS OIL,2.0,365.0,1.0,210.0,0.0,0.0,2.0,180.0,4.0,820.0,1.0,110.0,4.0,800.0,1.0,90.0,3.0,550.0,2.0,405.0,3.0,530.0,2.0,365.0,4.0,360.0
FORTUNE MUS OIL,2.0,365.0,1.0,210.0,0.0,0.0,2.0,180.0,4.0,820.0,1.0,110.0,4.0,800.0,1.0,90.0,3.0,550.0,2.0,405.0,3.0,530.0,1.0,90.0,2.0,365.0
FORTUNE MUS OIL,2.0,365.0,1.0,210.0,0.0,0.0,2.0,180.0,4.0,820.0,1.0,110.0,4.0,800.0,1.0,90.0,3.0,550.0,2.0,405.0,3.0,530.0,1.0,90.0,4.0,360.0
FORTUNE MUS OIL,2.0,365.0,1.0,210.0,0.0,0.0,2.0,180.0,4.0,820.0,1.0,110.0,4.0,800.0,1.0,90.0,5.0,450.0,2.0,405.0,3.0,530.0,2.0,365.0,2.0,365.0
FORTUNE MUS OIL,2.0,365.0,1.0,210.0,0.0,0.0,2.0,180.0,4.0,820.0,1.0,110.0,4.0,800.0,1.0,90.0,5.0,450.0,2.0,405.0,3.0,530.0,2.0,365.0,4.0,360.0
FORTUNE MUS OIL,2.0,365.0,1.0,210.0,0.0,0.0,2.0,180.0,4.0,820.0,1.0,110.0,4.0,800.0,1.0,90.0,5.0,450.0,2.0,405.0,3.0,530.0,1.0,90.0,2.0,365.0
